年份,出售單位,發電案場,購買者,憑證種類,供電種類,憑證張數
2024,能元超商股份有限公司,台泥綠能彰濱風力發電廠,台灣華可貴股份有限公司,風力能,轉供,2622
2024,能元超商股份有限公司,台泥綠能彰濱風力發電廠,瀚宇彩晶股份有限公司,風力能,轉供,1106
2024,能元超商股份有限公司,台泥綠能彰濱風力發電廠,華東科技股份有限公司,風力能,轉供,366
2024,能貿綠電科技股份有限公司,星崴七股太陽光電發電廠,振芳股份有限公司,太陽能,轉供,1216
2024,花蓮綠能股份有限公司,名間電力股份有限公司 水力發電廠,乾坤科技股份有限公司,水力能,轉供,899
2024,花蓮綠能股份有限公司,名間電力股份有限公司 水力發電廠,台達電子工業股份有限公司,水力能,轉供,535
2024,花蓮綠能股份有限公司,名間電力股份有限公司 水力發電廠,晶睿通訊股份有限公司,水力能,轉供,22
2024,觀威風力發電股份有限公司,觀音風力發電廠,台灣積體電路製造股份有限公司,風力能,轉供,28083
2024,豐威風力發電股份有限公司,豐威風場一,台灣積體電路製造股份有限公司,風力能,轉供,5395
2024,豐威風力發電股份有限公司,豐威風場二,台灣積體電路製造股份有限公司,風力能,轉供,2427
2024,豐威風力發電股份有限公司,豐威風場三,台灣積體電路製造股份有限公司,風力能,轉供,1348
2024,辰亞電力股份有限公司,崙尾東一號電廠,聯華電子股份有限公司,太陽能,轉供,7352
2024,辰華電力股份有限公司,崙尾東三號電廠,亞東綠材股份有限公司,太陽能,轉供,396
2024,辰華電力股份有限公司,崙尾東三號電廠,台灣艾司摩爾科技股份有限公司,太陽能,轉供,4
2024,辰華電力股份有限公司,崙尾東三號電廠,台灣艾司摩爾股份有限公司台南分公司,太陽能,轉供,837
2024,辰華電力股份有限公司,崙尾東三號電廠,新世紀資通股份有限公司,太陽能,轉供,2886
2024,辰華電力股份有限公司,崙尾東三號電廠,東聯化學股份有限公司,太陽能,轉供,997
2024,辰華電力股份有限公司,崙尾東三號電廠,遠東新世紀股份有限公司,太陽能,轉供,1584
2024,通威風力發電股份有限公司,通威風場一,台灣積體電路製造股份有限公司,風力能,轉供,7167
2024,通威風力發電股份有限公司,通威風場二,台灣積體電路製造股份有限公司,風力能,轉供,3560
2024,遠勁綠能股份有限公司,永豐餘大甲廠太陽光電發電廠,友達光電股份有限公司,太陽能,轉供,2098
2024,遠勁綠能股份有限公司,遠勁中華紙漿久堂廠,友達光電股份有限公司,太陽能,轉供,1570
2024,遠勁綠能股份有限公司,遠勁永豐餘高雄,友達光電股份有限公司,太陽能,轉供,1709
2024,開陽智慧能源股份有限公司,開陽智慧能源股份有限公司,力晶積成電子製造股份有限公司,太陽能,轉供,27
2024,開陽智慧能源股份有限公司,開陽智慧能源股份有限公司,台新創業投資股份有限公司,太陽能,轉供,8
2024,開陽智慧能源股份有限公司,開陽智慧能源股份有限公司,台新國際商業銀行,太陽能,轉供,6982
2024,開陽智慧能源股份有限公司,開陽智慧能源股份有限公司,台新證券投資顧問股份有限公司,太陽能,轉供,35
2024,開陽智慧能源股份有限公司,開陽智慧能源股份有限公司,台新金融控股股份有限公司,太陽能,轉供,29
2024,開陽智慧能源股份有限公司,開陽智慧能源股份有限公司,國票綜合證券股份有限公司,太陽能,轉供,98
2024,開陽智慧能源股份有限公司,開陽智慧能源股份有限公司,國票金融控股股份有限公司,太陽能,轉供,11
2024,開陽智慧能源股份有限公司,開陽智慧能源股份有限公司,國際票券金融股份有限公司,太陽能,轉供,77
2024,陽光伏特家電力股份有限公司,春源鋼鐵,台灣大哥大股份有限公司,太陽能,轉供,402
2024,陽光伏特家電力股份有限公司,成勁電力股份有限公司,台灣屈臣氏個人用品商店股份有限公司,太陽能,轉供,62
2024,陽光伏特家電力股份有限公司,成勁電力股份有限公司,欣銓科技股份有限公司,太陽能,轉供,495
2024,陽光伏特家電力股份有限公司,成勁電力股份有限公司,高雄塑酯化學工業股份有限公司,太陽能,轉供,117
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,合作金庫人壽保險股份有限公司,太陽能,轉供,50
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,大醫生技股份有限公司,太陽能,轉供,21
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,嬌聯股份有限公司,太陽能,轉供,150
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,昇佳電子股份有限公司,太陽能,轉供,33
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,普萊德科技股份有限公司,太陽能,轉供,41
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,欣銓科技股份有限公司,太陽能,轉供,397
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,歐萊德國際股份有限公司,太陽能,轉供,28
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,理盛精密科技股份有限公司,太陽能,轉供,8
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,瑞士商弗克司股份有限公司台灣分公司,太陽能,轉供,215
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,睿能創意營銷股份有限公司,太陽能,轉供,235
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,第一金人壽保險股份有限公司,太陽能,轉供,36
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,第一金融資產管理股份有限公司,太陽能,轉供,9
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,第一金證券投資信託股份有限公司,太陽能,轉供,35
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,第一金證券股份有限公司,太陽能,轉供,108
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,臺灣期貨交易所股份有限公司,太陽能,轉供,140
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,臺灣港務股份有限公司,太陽能,轉供,4
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,華美光學科技股份有限公司,太陽能,轉供,24
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,財團法人中國生產力中心,太陽能,轉供,18
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,資誠聯合會計師事務所,太陽能,轉供,380
2024,陽光伏特家電力股份有限公司,奇美綠能園區一期,高雄塑酯化學工業股份有限公司,太陽能,轉供,72
2024,陽光伏特家電力股份有限公司,奇美綠能園區二期,信義房屋股份有限公司,太陽能,轉供,732
2024,陽光伏特家電力股份有限公司,奇美綠能園區二期,元太科技工業股份有限公司,太陽能,轉供,50
2024,陽光伏特家電力股份有限公司,奇美綠能園區二期,台灣大哥大股份有限公司,太陽能,轉供,200
2024,陽光伏特家電力股份有限公司,奇美綠能園區二期,永豐金證券股份有限公司,太陽能,轉供,571
2024,陽光伏特家電力股份有限公司,奇美綠能園區二期,王道商業銀行股份有限公司,太陽能,轉供,272
2024,陽光伏特家電力股份有限公司,奇美綠能園區二期,英屬開曼群島商睿能新動力股份有限公司台灣分公司,太陽能,轉供,192
2024,陽光伏特家電力股份有限公司,奇美綠能園區二期,高雄塑酯化學工業股份有限公司,太陽能,轉供,540
2024,陽光伏特家電力股份有限公司,太陽餅35號,台灣大哥大股份有限公司,太陽能,轉供,114
2024,陽光伏特家電力股份有限公司,天龍1號,台灣大哥大股份有限公司,太陽能,轉供,8
2024,陽光伏特家電力股份有限公司,港都15號,中友聯合會計師事務所,太陽能,轉供,10
2024,陽光伏特家電力股份有限公司,港都15號,中孚科技股份有限公司,太陽能,轉供,3
2024,陽光伏特家電力股份有限公司,港都15號,京麗國際股份有限公司,太陽能,轉供,3
2024,陽光伏特家電力股份有限公司,港都15號,捷順企業股份有限公司,太陽能,轉供,10
2024,陽光伏特家電力股份有限公司,港都15號,柏彤實業有限公司,太陽能,轉供,1
2024,陽光伏特家電力股份有限公司,港都15號,永豐金證券股份有限公司,太陽能,轉供,1
2024,陽光伏特家電力股份有限公司,港都15號,社團法人中華民國荒野保護協會,太陽能,轉供,2
2024,陽光伏特家電力股份有限公司,港都15號,綠藤生物科技股份有限公司,太陽能,轉供,3
2024,陽光伏特家電力股份有限公司,港都15號,群樺科技股份有限公司,太陽能,轉供,2
2024,陽光伏特家電力股份有限公司,港都15號,財團法人綠色和平基金會,太陽能,轉供,5
2024,陽光伏特家電力股份有限公司,阿里13號,元裕實業有限公司,太陽能,轉供,5
2024,陽光伏特家電力股份有限公司,阿里13號,友信行股份有限公司,太陽能,轉供,4
2024,陽光伏特家電力股份有限公司,阿里13號,台灣大哥大股份有限公司,太陽能,轉供,60
2024,陽光伏特家電力股份有限公司,阿里13號,慧景科技股份有限公司,太陽能,轉供,1
2024,陽光伏特家電力股份有限公司,阿里13號,高柏科技股份有限公司,太陽能,轉供,3
2024,陽光伏特家電力股份有限公司,恆陸第一期太陽光電發電廠,高雄塑酯化學工業股份有限公司,太陽能,轉供,60
2024,陽光伏特家電力股份有限公司,新光桃園1、2、3廠,元太科技工業股份有限公司,太陽能,轉供,403
2024,陽光伏特家電力股份有限公司,新光台南1、2、8廠,昇佳電子股份有限公司,太陽能,轉供,3
2024,陽光伏特家電力股份有限公司,新光台南3、4、5、6廠,攸泰科技股份有限公司,太陽能,轉供,24
2024,陽光伏特家電力股份有限公司,新光台南3、4、5、6廠,泉福印染股份有限公司,太陽能,轉供,86
2024,陽光伏特家電力股份有限公司,新光台南3、4、5、6廠,祥群興業有限公司,太陽能,轉供,11
2024,陽光伏特家電力股份有限公司,新光台南3、4、5、6廠,第一商業銀行股份有限公司,太陽能,轉供,214
2024,陽光伏特家電力股份有限公司,新光台南3、4、5、6廠,雲豹能源科技股份有限公司,太陽能,轉供,13
2024,陽光伏特家電力股份有限公司,新光台南3、4、5、6廠,高雄塑酯化學工業股份有限公司,太陽能,轉供,29
2024,陽光伏特家電力股份有限公司,新光台南7廠,昇佳電子股份有限公司,太陽能,轉供,2
2024,陽光伏特家電力股份有限公司,新光雲林1、9廠,攸泰科技股份有限公司,太陽能,轉供,8
2024,陽光伏特家電力股份有限公司,新光雲林1、9廠,泉福印染股份有限公司,太陽能,轉供,29
2024,陽光伏特家電力股份有限公司,新光雲林1、9廠,祥群興業有限公司,太陽能,轉供,3
2024,陽光伏特家電力股份有限公司,新光雲林1、9廠,第一商業銀行股份有限公司,太陽能,轉供,66
2024,陽光伏特家電力股份有限公司,新光雲林1、9廠,雲豹能源科技股份有限公司,太陽能,轉供,4
2024,陽光伏特家電力股份有限公司,新光雲林1、9廠,高雄塑酯化學工業股份有限公司,太陽能,轉供,9
2024,陽光伏特家電力股份有限公司,新光雲林2廠,攸泰科技股份有限公司,太陽能,轉供,3
2024,陽光伏特家電力股份有限公司,新光雲林2廠,泉福印染股份有限公司,太陽能,轉供,10
2024,陽光伏特家電力股份有限公司,新光雲林2廠,祥群興業有限公司,太陽能,轉供,1
2024,陽光伏特家電力股份有限公司,新光雲林2廠,第一商業銀行股份有限公司,太陽能,轉供,21
2024,陽光伏特家電力股份有限公司,新光雲林2廠,雲豹能源科技股份有限公司,太陽能,轉供,1
2024,陽光伏特家電力股份有限公司,新光雲林2廠,高雄塑酯化學工業股份有限公司,太陽能,轉供,4
2024,陽光伏特家電力股份有限公司,新光雲林3、4廠,攸泰科技股份有限公司,太陽能,轉供,9
2024,陽光伏特家電力股份有限公司,新光雲林3、4廠,泉福印染股份有限公司,太陽能,轉供,33
2024,陽光伏特家電力股份有限公司,新光雲林3、4廠,祥群興業有限公司,太陽能,轉供,4
2024,陽光伏特家電力股份有限公司,新光雲林3、4廠,第一商業銀行股份有限公司,太陽能,轉供,75
2024,陽光伏特家電力股份有限公司,新光雲林3、4廠,雲豹能源科技股份有限公司,太陽能,轉供,4
2024,陽光伏特家電力股份有限公司,新光雲林3、4廠,高雄塑酯化學工業股份有限公司,太陽能,轉供,11
2024,陽光伏特家電力股份有限公司,新光雲林5廠,攸泰科技股份有限公司,太陽能,轉供,7
2024,陽光伏特家電力股份有限公司,新光雲林5廠,泉福印染股份有限公司,太陽能,轉供,26
2024,陽光伏特家電力股份有限公司,新光雲林5廠,祥群興業有限公司,太陽能,轉供,3
2024,陽光伏特家電力股份有限公司,新光雲林5廠,第一商業銀行股份有限公司,太陽能,轉供,55
2024,陽光伏特家電力股份有限公司,新光雲林5廠,雲豹能源科技股份有限公司,太陽能,轉供,4
2024,陽光伏特家電力股份有限公司,新光雲林5廠,高雄塑酯化學工業股份有限公司,太陽能,轉供,8
2024,陽光伏特家電力股份有限公司,新光雲林8廠,攸泰科技股份有限公司,太陽能,轉供,3
2024,陽光伏特家電力股份有限公司,新光雲林8廠,泉福印染股份有限公司,太陽能,轉供,13
2024,陽光伏特家電力股份有限公司,新光雲林8廠,祥群興業有限公司,太陽能,轉供,1
2024,陽光伏特家電力股份有限公司,新光雲林8廠,第一商業銀行股份有限公司,太陽能,轉供,25
2024,陽光伏特家電力股份有限公司,新光雲林8廠,雲豹能源科技股份有限公司,太陽能,轉供,2
2024,陽光伏特家電力股份有限公司,新光雲林8廠,高雄塑酯化學工業股份有限公司,太陽能,轉供,4
2024,陽光伏特家電力股份有限公司,睿聯彰化1廠,利奇機械工業股份有限公司,太陽能,轉供,45
2024,陽光伏特家電力股份有限公司,睿聯雲林1、2廠,利奇機械工業股份有限公司,太陽能,轉供,75
2024,陽光伏特家電力股份有限公司,睿聯雲林1、2廠,明台產物保險股份有限公司,太陽能,轉供,3
2024,陽光伏特家電力股份有限公司,睿聯高雄1、2廠,利奇機械工業股份有限公司,太陽能,轉供,60
2024,陽光伏特家電力股份有限公司,睿聯高雄1、2廠,明台產物保險股份有限公司,太陽能,轉供,3
2024,陽光伏特家電力股份有限公司,睿聯台中1廠,利奇機械工業股份有限公司,太陽能,轉供,23
2024,鹿威風力發電股份有限公司,鹿威-彰濱風場,台灣積體電路製造股份有限公司,風力能,轉供,31192
2024,鹿威風力發電股份有限公司,鹿威-鹿港風場,台灣積體電路製造股份有限公司,風力能,轉供,14501
2024,鹿威風力發電股份有限公司,鹿港風場二期,台灣積體電路製造股份有限公司,風力能,轉供,3592
2024,龍威風力發電股份有限公司,龍威風場一,台灣積體電路製造股份有限公司,風力能,轉供,14800
2024,龍威風力發電股份有限公司,龍威風場二,台灣積體電路製造股份有限公司,風力能,轉供,2237
2024,龍威風力發電股份有限公司,龍威風場三,台灣積體電路製造股份有限公司,風力能,轉供,1164
2023,中威風力發電股份有限公司,台中風場,台灣積體電路製造股份有限公司,風力能,轉供,164327
2023,中租電力科技股份有限公司,帝寶工業新營廠房屋頂太陽光電發電廠,中租迪和股份有限公司,太陽能,轉供,684
2023,中鋼光能股份有限公司,中鋼成品倉庫07庫&amp;條線工場08庫,中國鋼鐵股份有限公司,太陽能,併網型直供,2180
2023,中鋼光能股份有限公司,中鋼鋼板工場#02#03庫,中國鋼鐵股份有限公司,太陽能,併網型直供,1560
2023,中鋼光能股份有限公司,中鋼#09~#11條鋼工廠,中國鋼鐵股份有限公司,太陽能,併網型直供,1168
2023,中鋼光能股份有限公司,中鋼小鋼胚儲區,中國鋼鐵股份有限公司,太陽能,併網型直供,549
2023,中鋼光能股份有限公司,中鋼第三酸冷軋線、第三冷軋軋輥場,中國鋼鐵股份有限公司,太陽能,併網型直供,812
2023,中鋼光能股份有限公司,中鋼第二熱浸鍍鋅線,中國鋼鐵股份有限公司,太陽能,併網型直供,282
2023,中鋼光能股份有限公司,中鋼機械修理廠,中國鋼鐵股份有限公司,太陽能,併網型直供,219
2023,中鋼光能股份有限公司,中鋼成品倉庫#25庫,中國鋼鐵股份有限公司,太陽能,併網型直供,816
2023,中鋼光能股份有限公司,中鋼#17成品倉庫,中國鋼鐵股份有限公司,太陽能,併網型直供,548
2023,中鋼光能股份有限公司,中鋼#20成品倉庫,中國鋼鐵股份有限公司,太陽能,併網型直供,793
2023,中鋼光能股份有限公司,中鋼輕型軋輥課,中國鋼鐵股份有限公司,太陽能,併網型直供,122
2023,中鋼光能股份有限公司,中鋼第二線材水場脫水機房,中國鋼鐵股份有限公司,太陽能,併網型直供,90
2023,中鋼光能股份有限公司,中鋼第二連續退火線&amp;#40庫,中國鋼鐵股份有限公司,太陽能,併網型直供,536
2023,中鋼光能股份有限公司,中鋼W3扁鋼胚鑄造精整儲區,中國鋼鐵股份有限公司,太陽能,併網型直供,604
2023,中鋼光能股份有限公司,中鋼第二熱軋,中國鋼鐵股份有限公司,太陽能,併網型直供,3227
2023,中鋼光能股份有限公司,中鋼#34~37庫&amp;冷軋調質工廠,中國鋼鐵股份有限公司,太陽能,併網型直供,3512
2023,中鋼光能股份有限公司,中鋼第一連續退火線&amp;連續塗覆工廠,中國鋼鐵股份有限公司,太陽能,併網型直供,364
2023,中鋼光能股份有限公司,中鋼成品倉庫#39庫&amp;第一熱浸鍍鋅線,中國鋼鐵股份有限公司,太陽能,併網型直供,543
2023,中鋼光能股份有限公司,中鋼第一酸洗冷軋線&amp;冷軋軋輥二股,中國鋼鐵股份有限公司,太陽能,併網型直供,345
2023,中鋼光能股份有限公司,中鋼封盒退火場,中國鋼鐵股份有限公司,太陽能,併網型直供,279
2023,中鋼光能股份有限公司,中鋼南站80000T原水池&amp;VC-1F03原水池,中國鋼鐵股份有限公司,太陽能,併網型直供,247
2023,中鋼光能股份有限公司,中鋼第一熱軋精整,中國鋼鐵股份有限公司,太陽能,併網型直供,499
2023,中鋼光能股份有限公司,中鋼第一熱軋成品倉庫,中國鋼鐵股份有限公司,太陽能,併網型直供,2740
2023,中鋼光能股份有限公司,中鋼第一熱軋扁鋼胚精整設備&amp;扁鋼胚精整工場,中國鋼鐵股份有限公司,太陽能,併網型直供,315
2023,中鋼光能股份有限公司,中鋼第一熱軋軋輥&amp;熱軋鋼帶室外冷卻堆置場,中國鋼鐵股份有限公司,太陽能,併網型直供,380
2023,中鋼光能股份有限公司,中鋼第一熱軋軋輥&amp;熱軋鋼帶室外冷卻堆置場-增量,中國鋼鐵股份有限公司,太陽能,併網型直供,220
2023,中鋼光能股份有限公司,中鋁軋鋁廠,中鋼鋁業股份有限公司,太陽能,併網型直供,2464
2023,中鋼光能股份有限公司,中聯資室內化儲區,中聯資源股份有限公司,太陽能,轉供,329
2023,中鋼光能股份有限公司,中聯資著磁料場,中聯資源股份有限公司,太陽能,轉供,92
2023,中鋼光能股份有限公司,中龍動力場,中龍鋼鐵股份有限公司,太陽能,併網型直供,256
2023,中鋼光能股份有限公司,中龍氧氣廠,中龍鋼鐵股份有限公司,太陽能,併網型直供,299
2023,中鋼光能股份有限公司,中龍細石料RC屋頂,中龍鋼鐵股份有限公司,太陽能,併網型直供,403
2023,中鋼光能股份有限公司,中龍扁鋼胚儲區,中龍鋼鐵股份有限公司,太陽能,併網型直供,813
2023,中鋼光能股份有限公司,中龍除礦水電氣室,中龍鋼鐵股份有限公司,太陽能,併網型直供,140
2023,中鋼光能股份有限公司,中鋼成品倉庫88庫,中國鋼鐵股份有限公司,太陽能,轉供,30
2023,中鋼光能股份有限公司,中鋼成品倉庫88庫,中聯資源股份有限公司,太陽能,轉供,692
2023,中鋼光能股份有限公司,中鋼成品倉庫88庫,中鋼碳素化學股份有限公司,太陽能,轉供,54
2023,中鋼光能股份有限公司,中鴻鹿港廠,中聯資源股份有限公司,太陽能,轉供,76
2023,中鋼光能股份有限公司,中鴻鹿港廠,中鴻鋼鐵股份有限公司,太陽能,轉供,3986
2023,中鋼光能股份有限公司,中鋼永光儲區,中龍鋼鐵股份有限公司,太陽能,轉供,1309
2023,中鋼光能股份有限公司,中鴻酸鍍廠,中鴻鋼鐵股份有限公司,太陽能,轉供,889
2023,中鋼光能股份有限公司,中龍中心倉庫,中聯資源股份有限公司,太陽能,轉供,502
2023,中鋼光能股份有限公司,中龍中心倉庫,中龍鋼鐵股份有限公司,太陽能,轉供,269
2023,中鋼光能股份有限公司,中龍扁鋼胚連鑄維護廠房,中龍鋼鐵股份有限公司,太陽能,併網型直供,193
2023,中鋼光能股份有限公司,中龍第一原水池,中龍鋼鐵股份有限公司,太陽能,併網型直供,546
2023,中鋼光能股份有限公司,中龍熱軋主電氣室,中龍鋼鐵股份有限公司,太陽能,併網型直供,149
2023,中鋼光能股份有限公司,中龍煉鐵大樓,中龍鋼鐵股份有限公司,太陽能,併網型直供,98
2023,中鋼光能股份有限公司,中龍室內備品儲區及耐火材料倉庫,中龍鋼鐵股份有限公司,太陽能,併網型直供,528
2023,中鋼光能股份有限公司,中龍窄板改切工場及中龍集塵灰倉庫,中龍鋼鐵股份有限公司,太陽能,併網型直供,1446
2023,中鋼光能股份有限公司,中碳屏南試驗工廠,中鋼碳素化學股份有限公司,太陽能,併網型直供,180
2023,中鋼光能股份有限公司,中碳屏南生產工廠,中鋼碳素化學股份有限公司,太陽能,併網型直供,240
2023,中鋼光能股份有限公司,中聯資中港廠RC屋頂,中聯資源股份有限公司,太陽能,轉供,18
2023,中鋼光能股份有限公司,中聯資南堤廠,中聯資源股份有限公司,太陽能,轉供,167
2023,中鋼光能股份有限公司,中聯資中港廠,中聯資源股份有限公司,太陽能,轉供,116
2023,中鋼光能股份有限公司,興達海基,中龍鋼鐵股份有限公司,太陽能,轉供,722
2023,中鋼光能股份有限公司,興達海基電氣倉庫,中龍鋼鐵股份有限公司,太陽能,轉供,43
2023,亞福儲能股份有限公司,嘉義溪墘滯洪池,雷尼紹股份有限公司,太陽能,轉供,15
2023,亞福儲能股份有限公司,嘉義溪墘滯洪池,高雄興亞股份有限公司,太陽能,轉供,11
2023,全利成電力股份有限公司,全利成2號電廠,李長榮化學工業股份有限公司(大社廠),太陽能,轉供,790
2023,全利成電力股份有限公司,全利成2號電廠,李長榮化學工業股份有限公司(高雄廠),太陽能,轉供,825
2023,全利成電力股份有限公司,全利成2號電廠,李長榮科技股份有限公司,太陽能,轉供,825
2023,全利成電力股份有限公司,全利成3號電廠,李長榮化學工業股份有限公司(大社廠),太陽能,轉供,459
2023,全利成電力股份有限公司,全利成3號電廠,李長榮化學工業股份有限公司(高雄廠),太陽能,轉供,413
2023,全利成電力股份有限公司,全利成3號電廠,李長榮科技股份有限公司,太陽能,轉供,453
2023,凌威風力發電股份有限公司,林口風場,台灣積體電路製造股份有限公司,風力能,轉供,10695
2023,創維風力發電股份有限公司,創維風場,台灣積體電路製造股份有限公司,風力能,轉供,76650
2023,南方電力股份有限公司,鴻元高雄辦公室太陽光電發電廠,新加坡商全美世界控股有限公司台灣分公司,太陽能,轉供,8
2023,南方電力股份有限公司,鴻元高雄辦公室太陽光電發電廠,正信不動產股份有限公司,太陽能,轉供,1
2023,南方電力股份有限公司,鴻元高雄辦公室太陽光電發電廠,鴻元工程顧問股份有限公司,太陽能,轉供,3
2023,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,亞福儲能股份有限公司,太陽能,轉供,30
2023,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,京冠生物科技股份有限公司,太陽能,轉供,39
2023,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,施羅德證券投資信託股份有限公司,太陽能,轉供,12
2023,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,永豐商業銀行股份有限公司,太陽能,轉供,99
2023,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,王美桃,太陽能,轉供,15
2023,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,綠藤生物科技股份有限公司,太陽能,轉供,7
2023,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,胤源企業有限公司,太陽能,轉供,3
2023,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,逸盛科技股份有限公司,太陽能,轉供,5
2023,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,達勝科技股份有限公司,太陽能,轉供,6
2023,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,隆宜實業有限公司,太陽能,轉供,57
2023,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,龍邑工程顧問股份有限公司,太陽能,轉供,11
2023,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠2期,葡萄王生技股份有限公司,太陽能,轉供,608
2023,南方電力股份有限公司,十源388地號,永豐商業銀行股份有限公司,太陽能,轉供,252
2023,南方電力股份有限公司,台南市學甲區宅子港段165-123地號太陽光電發電廠,友訊科技股份有限公司,太陽能,轉供,4
2023,南方電力股份有限公司,台南市學甲區宅子港段165-123地號太陽光電發電廠,永豐商業銀行股份有限公司,太陽能,轉供,255
2023,南方電力股份有限公司,屏東鹽埔太陽光電發電廠,國泰人壽保險股份有限公司,太陽能,轉供,277
2023,南方電力股份有限公司,屏東鹽埔太陽光電發電廠,國泰證券投資信託股份有限公司,太陽能,轉供,135
2023,南方電力股份有限公司,屏東鹽埔太陽光電發電廠,永豐商業銀行股份有限公司,太陽能,轉供,691
2023,南方電力股份有限公司,屏東鹽埔太陽光電發電廠,淨毒五郎有限公司,太陽能,轉供,9
2023,南方電力股份有限公司,嘉義縣東石鄉栗子崙段128-12地號太陽光電發電廠,永豐商業銀行股份有限公司,太陽能,轉供,96
2023,博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,乾坤科技股份有限公司,太陽能,轉供,4589
2023,博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,台達電子工業股份有限公司,太陽能,轉供,13497
2023,博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,晶睿通訊股份有限公司,太陽能,轉供,580
2023,博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,群創光電股份有限公司樹谷分公司,太陽能,轉供,6620
2023,博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,遊戲橘子數位科技股份有限公司,太陽能,轉供,741
2023,台康日能科技股份有限公司,嘉義公館滯洪池,玉山商業銀行股份有限公司,太陽能,轉供,584
2023,台康日能科技股份有限公司,嘉義公館滯洪池,緯穎科技服務股份有限公司,太陽能,轉供,682
2023,台康日能科技股份有限公司,高雄典寶溪滯洪池,台北世界貿易中心國際貿易大樓(股)公司,太陽能,轉供,161
2023,台康日能科技股份有限公司,高雄典寶溪滯洪池,科德寶遠東股份有限公司,太陽能,轉供,1976
2023,台康日能科技股份有限公司,高雄典寶溪滯洪池,資誠聯合會計師事務所,太陽能,轉供,20
2023,台康日能科技股份有限公司,嘉義溪墘滯洪池,第一商業銀行股份有限公司,太陽能,轉供,1649
2023,台康日能科技股份有限公司,嘉義溪墘滯洪池,第一商業銀行股份有限公司,太陽能,轉供,877
2023,台康日能科技股份有限公司,嘉義溪墘滯洪池,緯創資通股份有限公司,太陽能,轉供,8224
2023,台汽電綠能股份有限公司,竹南風力發電廠,台灣積體電路製造股份有限公司,風力能,轉供,14391
2023,台汽電綠能股份有限公司,大鵬風力發電廠,台灣積體電路製造股份有限公司,風力能,轉供,79393
2023,台汽電綠能股份有限公司,鑫光電能有限公司,台北富邦商業銀行股份有限公司,太陽能,轉供,591
2023,台汽電綠能股份有限公司,鑫光電能有限公司,台灣固網股份有限公司,太陽能,轉供,4396
2023,台汽電綠能股份有限公司,鑫光電能有限公司,財團法人中華民國證券櫃檯買賣中心,太陽能,轉供,360
2023,台汽電綠能股份有限公司,鑫光電能有限公司,財團法人台灣綜合研究院,太陽能,轉供,34
2023,台汽電綠能股份有限公司,星寶風力發電廠,乾坤科技股份有限公司,風力能,轉供,162
2023,台汽電綠能股份有限公司,星寶風力發電廠,台灣固網股份有限公司,風力能,轉供,6690
2023,台汽電綠能股份有限公司,星寶風力發電廠,台灣大哥大股份有限公司,風力能,轉供,2011
2023,台汽電綠能股份有限公司,星寶風力發電廠,台達電子工業股份有限公司,風力能,轉供,10668
2023,台汽電綠能股份有限公司,星寶風力發電廠,晶睿通訊股份有限公司,風力能,轉供,223
2023,台汽電綠能股份有限公司,烏山頭水力發電廠,華美光學科技股份有限公司,水力能,轉供,416
